	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201247110806	ダ	右	1400	曇	良	13:30	サラ系C6組		2012-11-8	13	笠松	3			3.0	270.0	2.0	3.0	110	2.0	4.0	100	1.0	7.0	110	3.0	3-4	260.0	1.0	3-4	290.0	1.0				3=>4	590.0	2.0	3-4-7	370.0	1.0	3=>4=>7	1950.0	3.0		834297651	8,3,4,2,9,7,5,6-1	8,3,4,2,7,9,5,6=1			3-4	140	1.0	3-7	270	2.0	4-7	310	4.0
201247110807	ダ	右	1600	曇	良	14:00	サラ系C4組		2012-11-8	13	笠松	3			6.0	1280.0	3.0	6.0	180	4.0	2.0	180	3.0	9.0	100	1.0	2-6	3470.0	9.0	2-6	2960.0	10.0				6=>2	6290.0	23.0	2-6-9	1370.0	5.0	6=>2=>9	15580.0	48.0		179846523	1,7,9,8,2,4,6,5-3	987216453			2-6	610	9.0	6-9	490	5.0	2-9	260	2.0
201247110808	ダ	右	1400	曇	良	14:30	サラ系C5組		2012-11-8	13	笠松	3			6.0	600.0	3.0	6.0	140	3.0	8.0	120	1.0	4.0	1,320	8.0	6-8	910.0	3.0	6-8	1200.0	3.0				6=>8	2490.0	10.0	4-6-8	42010.0	37.0	6=>8=>4	321410.0	209.0		689432715.0	689432715.0	689432751.0			6-8	380	4.0	4-6	8,210	23.0	4-8	2,690	15.0
201247110809	ダ	右	1600	曇	良	15:00	せせらぎ賞		2012-11-8	13	笠松	3			4.0	140.0	1.0	4.0	100	1.0	9.0	140	3.0	1.0	280	5.0	4-8	160.0	1.0	4-9	160.0	1.0				4=>9	260.0	1.0	1-4-9	580.0	3.0	4=>9=>1	1850.0	5.0		49311026578.0	49311026578.0	49312106578.0			4-9	140	1.0	1-4	370	5.0	1-9	540	9.0
201247110810	ダ	右	1400	曇	良	15:30	スマホ投票ならオッズ		2012-11-8	13	笠松	3			3.0	100.0	1.0	3.0	100	1.0	9.0	130	3.0	4.0	450	7.0	3-8	180.0	1.0	3-9	320.0	2.0				3=>9	400.0	2.0	3-4-9	1370.0	6.0	3=>9=>4	3280.0	10.0		34167910258	3,4,(1,6),10,9,7,8,5,2	3,4,6,(1,7,9),(8,10),5,2			3-9	150	1.0	3-4	570	6.0	4-9	1,680	15.0
201247110811	ダ	右	1600	曇	良	16:10	もみじ特別 		2012-11-8	13	笠松	3			2.0	180.0	1.0	2.0	130	1.0	7.0	390	7.0	9.0	230	5.0	2-7	2510.0	9.0	2-7	4490.0	10.0				2=>7	4780.0	17.0	2-7-9	7540.0	14.0	2=>7=>9	30730.0	69.0		26193104578.0	26914371058.0	26914731085.0			2-7	1,760	12.0	2-9	360	3.0	7-9	3,070	17.0
201247110901	ダ	右	800	晴	良	11:00	サラ系2歳5組		2012-11-9	13	笠松	4			1.0	100.0	1.0	1.0	100	1.0	9.0	200	5.0	8.0	140	2.0	1-8	420.0	3.0	1-9	800.0	3.0				1=>9	1100.0	4.0	1-8-9	890.0	2.0	1=>9=>8	3560.0	8.0				19810763524.0			1-9	310	4.0	1-8	160	1.0	8-9	670	10.0
201247110902	ダ	右	1400	晴	良	11:30	サラ系2歳4組		2012-11-9	13	笠松	4			5.0	480.0	2.0	5.0	160	3.0	1.0	210	5.0	8.0	130	2.0	1-5	2840.0	10.0	1-5	2750.0	8.0				5=>1	3140.0	11.0	1-5-8	520.0	2.0	5=>1=>8	10460.0	30.0		15629784310	15692874310	5,1,6,9,8,2,4,7,3=10			1-5	510	6.0	5-8	200	3.0	1-8	200	2.0
201247110903	ダ	右	1400	晴	良	12:00	サラ系2歳3組		2012-11-9	13	笠松	4			3.0	280.0	1.0	3.0	150	3.0	7.0	220	5.0	6.0	150	4.0	3-7	380.0	2.0	3-7	330.0	1.0				3=>7	390.0	2.0	3-6-7	1240.0	5.0	3=>7=>6	2810.0	9.0		972583641	(3,7,9),8,4,2,6,5,1	739846125			3-7	200	2.0	3-6	410	5.0	6-7	760	9.0
201247110904	ダ	右	1400	晴	良	12:30	サラ系C20組		2012-11-9	13	笠松	4			5.0	130.0	1.0	5.0	100	1.0	4.0	100	3.0	2.0	100	2.0	4-5	240.0	2.0	4-5	320.0	2.0				5=>4	400.0	2.0	2-4-5	120.0	1.0	5=>4=>2	390.0	2.0		451286379.0	451263879.0	452167389.0			4-5	120	3.0	2-5	100	1.0	2-4	110	2.0
201247110905	ダ	右	1400	晴	良	13:00	サラ系C19組		2012-11-9	13	笠松	4			2.0	260.0	2.0	2.0	110	1.0	1.0	120	3.0	7.0	550	8.0	1-2	190.0	1.0	1-2	150.0	1.0				2=>1	310.0	1.0	1-2-7	6440.0	11.0	2=>1=>7	13170.0	20.0		129678354	1,2,7,6,9,3,8-5,4	1,2,7,9,6,3,8-5,4			1-2	130	1.0	2-7	4,390	19.0	1-7	2,910	14.0
201247110906	ダ	右	1400	晴	良	13:30	サラ系2歳2組特選		2012-11-9	13	笠松	4			2.0	520.0	3.0	2.0	180	5.0	5.0	120	1.0	7.0	150	3.0	2-5	620.0	3.0	2-5	610.0	2.0				2=>5	1350.0	5.0	2-5-7	630.0	3.0	2=>5=>7	4380.0	13.0		825769143.0	825679143.0	825967413.0			2-5	230	2.0	2-7	410	6.0	5-7	290	4.0
201247110907	ダ	右	1400	晴	良	14:00	サラ系C15・18組		2012-11-9	13	笠松	4			7.0	120.0	1.0	7.0	100	1.0	6.0	100	2.0	2.0	170	4.0	6-7	130.0	1.0	6-7	150.0	1.0				7=>6	190.0	1.0	2-6-7	310.0	2.0	7=>6=>2	540.0	2.0		276934851.0	276935148.0	726931548.0			6-7	120	1.0	2-7	210	3.0	2-6	270	5.0
201247110908	ダ	右	1400	晴	良	14:35	チャレンジ		2012-11-9	13	笠松	4	(別定)		3.0	460.0	3.0	3.0	150	2.0	1.0	440	7.0	8.0	260	4.0	1-3	1860.0	12.0	1-3	1800.0	8.0				3=>1	2470.0	11.0	1-3-8	3510.0	12.0	3=>1=>8	19200.0	63.0		10639584712	63108954172	6,3,8,9,(5,10),(1,4),7,2			1-3	820	11.0	3-8	380	5.0	1-8	1,140	15.0
201247110909	ダ	右	1600	晴	良	15:10	じゅうろくフエルーち		2012-11-9	13	笠松	4			5.0	160.0	1.0	5.0	100	2.0	4.0	100	1.0	6.0	110	3.0	4-5	220.0	1.0	4-5	200.0	1.0				5=>4	310.0	1.0	4-5-6	150.0	1.0	5=>4=>6	430.0	1.0		24651789103.0	24651978103.0	45621987103.0			4-5	120	1.0	5-6	130	2.0	4-6	150	3.0
201247110910	ダ	右	1400	晴	良	15:45	養老特別 		2012-11-9	13	笠松	4			10.0	310.0	2.0	10.0	100	2.0	3.0	100	1.0	2.0	130	4.0	3-8	150.0	1.0	3-10	140.0	1.0				10=>3	400.0	2.0	2-3-10	320.0	2.0	10=>3=>2	1020.0	4.0		10132954786	10,3,1,2,9=4,5,6,8,7	10,3-2,1-9=4,5-6,8,7			3-10	110	1.0	2-10	220	5.0	2-3	210	4.0
201247110911	ダ	右	1600	晴	良	16:20	虎渓山特別 		2012-11-9	13	笠松	4			5.0	120.0	1.0	5.0	110	1.0	1.0	120	2.0							1-5	200.0	1.0				5=>1	240.0	1.0	1-4-5	150.0	1.0	5=>1=>4	430.0	1.0		23514	23514	(2,3,5,1),4			1-5	110	1.0	4-5	150	4.0	1-4	130	3.0
201247111901	ダ	右	1400	晴	良	11:25	サラ系C29組		2012-11-19	14	笠松	1			10.0	520.0	2.0	10.0	100	2.0	3.0	100	1.0	8.0	120	3.0	3-8	150.0	1.0	3-10	140.0	1.0				10=>3	520.0	2.0	3-8-10	230.0	1.0	10=>3=>8	1630.0	4.0		81093265417.0	81093625147.0	81093625417.0			3-10	110	1.0	8-10	220	3.0	3-8	200	2.0
201247111902	ダ	右	1400	晴	良	12:00	サラ系C28組牝馬		2012-11-19	14	笠松	1	牝		1.0	180.0	1.0	1.0	110	1.0	2.0	220	4.0	6.0	190	3.0	1-2	1200.0	3.0	1-2	740.0	4.0				1=>2	1090.0	4.0	1-2-6	1570.0	5.0	1=>2=>6	4350.0	13.0		715468293.0	716458293.0	176428539.0			1-2	520	4.0	1-6	360	2.0	2-6	1,540	10.0
201247111903	ダ	右	1400	晴	良	12:35	サラ系C6組		2012-11-19	14	笠松	1			9.0	180.0	1.0	9.0	100	1.0	6.0	130	2.0	3.0	1,340	9.0	6-8	840.0	3.0	6-9	720.0	4.0				9=>6	1390.0	5.0	3-6-9	18030.0	27.0	9=>6=>3	40820.0	91.0		61038491275	61038491275	6,3,10,9,4,8,1,2,7-5			6-9	250	2.0	3-9	5,300	21.0			
201247111904	ダ	右	800	晴	良	13:10	サラ系C30組		2012-11-19	14	笠松	1			3.0	2620.0	6.0	3.0	290	6.0	6.0	100	1.0	2.0	140	2.0	3-6	640.0	4.0	3-6	780.0	4.0				3=>6	2960.0	9.0	2-3-6	540.0	3.0	3=>6=>2	15710.0	39.0				362145789.0			3-6	340	5.0	2-3	970	15.0	2-6	170	1.0
201247111905	ダ	右	1600	晴	良	13:45	サラ系C5組		2012-11-19	14	笠松	1			10.0	350.0	2.0	10.0	140	2.0	6.0	230	6.0	8.0	120	1.0	6-8	1560.0	5.0	6-10	1950.0	8.0				10=>6	2560.0	10.0	6-8-10	920.0	3.0	10=>6=>8	6990.0	21.0		48971210635.0	48971021653.0	48107965213.0			6-10	510	6.0	8-10	150	1.0	6-8	460	5.0
201247112001	ダ	右	1400	晴	良	11:20	サラ系2歳4組		2012-11-20	14	笠松	2			6.0	460.0	3.0	6.0	140	1.0	5.0	140	2.0	7.0	300	7.0				5-6	700.0	2.0				6=>5	1200.0	3.0	5-6-7	1940.0	6.0	6=>5=>7	6000.0	11.0		27635841.0	27635841.0	26753841.0			5-6	290	3.0	6-7	570	9.0	5-7	980	16.0
201247112002	ダ	右	1400	晴	良	11:55	サラ系2歳3組		2012-11-20	14	笠松	2			8.0	200.0	1.0	8.0	100	1.0	1.0	120	3.0	4.0	120	2.0				1-8	630.0	3.0				8=>1	690.0	3.0	1-4-8	420.0	2.0	8=>1=>4	1540.0	4.0		81427563.0	81427563.0	81245736.0			1-8	210	3.0	4-8	140	1.0	1-4	230	4.0
201247112003	ダ	右	1400	晴	良	12:30	サラ系C27組		2012-11-20	14	笠松	2			9.0	430.0	2.0	9.0	110	2.0	1.0	100	1.0	6.0	340	6.0	1-8	130.0	1.0	1-9	160.0	1.0				9=>1	450.0	2.0	1-6-9	1180.0	4.0	9=>1=>6	2740.0	11.0		91826310547.0	91826310547.0	91862105437.0			1-9	110	1.0	6-9	1,050	12.0	1-6	930	11.0
201247112004	ダ	右	1400	晴	良	13:05	サラ系C26組		2012-11-20	14	笠松	2			1.0	120.0	1.0	1.0	100	1.0	9.0	120	2.0	5.0	200	5.0	1-8	280.0	2.0	1-9	330.0	2.0				1=>9	400.0	2.0	1-5-9	1150.0	6.0	1=>9=>5	1980.0	10.0		34191052687	3,1,4-9,10,(2,5,8),7,6	1,3-4,9,10,5,8,2,7,6			1-9	180	2.0	1-5	290	4.0	5-9	750	10.0
201247112005	ダ	右	1400	晴	良	13:40	サラ系C9組		2012-11-20	14	笠松	2			1.0	170.0	1.0	1.0	100	1.0	4.0	100	3.0	7.0	100	2.0	1-4	240.0	1.0	1-4	280.0	1.0				1=>4	330.0	1.0	1-4-7	280.0	1.0	1=>4=>7	620.0	1.0		16710984352	16710498352	1,7,6,4,10,9,8,(2,3,5)			1-4	120	1.0	1-7	160	2.0	4-7	260	4.0
201247112006	ダ	右	1400	晴	良	14:15	サラ系C8組		2012-11-20	14	笠松	2			6.0	100.0	1.0	6.0	100	1.0	8.0	120	2.0	3.0	890	8.0	6-8	140.0	1.0	6-8	260.0	1.0				6=>8	270.0	1.0	3-6-8	2830.0	9.0	6=>8=>3	5520.0	17.0		467238915.0	468372951.0	684379251.0			6-8	150	1.0	3-6	1,510	14.0	3-8	4,110	24.0
201247112101	ダ	右	800	晴	良	11:00	サラ系2歳7組		2012-11-21	14	笠松	3			10.0	1150.0	5.0	10.0	140	2.0	7.0	120	1.0	9.0	1,710	9.0	7-8	380.0	2.0	7-10	420.0	1.0				10=>7	2370.0	9.0	7-9-10	19370.0	40.0	10=>7=>9	80210.0	175.0				81097254316.0			7-10	420	5.0	9-10	9,600	36.0	7-9	3,540	24.0
201247112102	ダ	右	1400	晴	良	11:35	サラ系2歳6組		2012-11-21	14	笠松	3			5.0	150.0	1.0	5.0	100	1.0	1.0	110	2.0	8.0	240	7.0	1-5	190.0	1.0	1-5	250.0	1.0				5=>1	330.0	1.0	1-5-8	650.0	3.0	5=>1=>8	1520.0	4.0		56110378942	56101378249	5,10,8,1,6,3,2,7=4,9			1-5	170	1.0	5-8	460	7.0	1-8	440	6.0
201247112103	ダ	右	1400	晴	良	12:10	サラ系2歳5組		2012-11-21	14	笠松	3			5.0	160.0	1.0	5.0	120	2.0	9.0	520	6.0	8.0	180	3.0	5-8	580.0	3.0	5-9	1910.0	7.0				5=>9	1790.0	7.0	5-8-9	1750.0	6.0	5=>9=>8	9020.0	25.0		69875421031	6,9,5,8,7,2,3,10,4=1	6,9,5,8,7,2,3,10,4=1			5-9	790	8.0	5-8	210	2.0	8-9	800	9.0
201247112104	ダ	右	1400	晴	良	12:45	サラ系C25組牝馬		2012-11-21	14	笠松	3	牝		6.0	160.0	1.0	6.0	100	1.0	9.0	110	2.0	4.0	140	4.0	6-8	330.0	2.0	6-9	250.0	1.0				6=>9	320.0	1.0	4-6-9	660.0	2.0	6=>9=>4	1180.0	3.0		569148723.0	569148723.0	659478123.0			6-9	120	1.0	4-6	290	4.0	4-9	310	5.0
201247112105	ダ	右	1400	晴	良	13:20	サラ系C24組		2012-11-21	14	笠松	3			3.0	400.0	2.0	3.0	110	2.0	9.0	190	5.0	5.0	100	1.0	3-8	1220.0	5.0	3-9	1130.0	4.0				3=>9	2020.0	6.0	3-5-9	390.0	2.0	3=>9=>5	3040.0	10.0		123569478	1,2,3,5,6,9-4,7,8	3,9,1,5,2,6-7,4,8			3-9	350	6.0	3-5	110	1.0	5-9	290	4.0
201247112106	ダ	右	1400	晴	良	13:55	サラ系C23組		2012-11-21	14	笠松	3			7.0	150.0	1.0	7.0	120	2.0	6.0	150	3.0	9.0	150	4.0	6-7	620.0	3.0	6-7	730.0	3.0				7=>6	1150.0	4.0	6-7-9	280.0	2.0	7=>6=>9	1640.0	6.0		359872641.0	397568241.0	973658214.0			6-7	200	3.0	7-9	130	1.0	6-9	310	5.0
201247112107	ダ	右	1400	晴	良	14:30	サラ系A5組		2012-11-21	14	笠松	3			8.0	230.0	2.0	8.0	110	2.0	7.0	100	1.0	6.0	150	4.0	7-7	190.0	1.0	7-8	170.0	1.0				8=>7	380.0	1.0	6-7-8	410.0	2.0	8=>7=>6	1130.0	3.0		98573110642	98573161042	8,9,7,3,5,6,1-10,4,2			7-8	120	1.0	6-8	240	4.0	6-7	290	5.0
201247112108	ダ	右	1400	晴	良	15:05	古太尽特別 		2012-11-21	14	笠松	3	(別定)		6.0	880.0	5.0	6.0	320	6.0	7.0	170	3.0	3.0	300	5.0	6-7	1050.0	4.0	6-7	2180.0	11.0				6=>7	4050.0	18.0	3-6-7	6080.0	20.0	6=>7=>3	29810.0	90.0		6891105723	6,8,9,(7,5,1,10),3,2	6859711032			6-7	560	10.0	3-6	1,520	16.0	3-7	490	7.0
201247112109	ダ	右	1600	晴	良	15:45	白川郷賞		2012-11-21	14	笠松	3			4.0	390.0	2.0	4.0	110	3.0	3.0	100	2.0	9.0	100	1.0	3-4	1240.0	5.0	3-4	1650.0	5.0				4=>3	2290.0	7.0	3-4-9	330.0	1.0	4=>3=>9	4240.0	14.0		91410372685.0	91743102685.0	91473102685.0			3-4	250	4.0	4-9	150	1.0	3-9	200	2.0
201247112201	ダ	右	1400	曇	良	11:00	サラ系C18組		2012-11-22	14	笠松	4			9.0	420.0	3.0	9.0	110	2.0	4.0	100	1.0	8.0	250	5.0	4-8	330.0	2.0	4-9	380.0	2.0				9=>4	830.0	4.0	4-8-9	1310.0	5.0	9=>4=>8	5050.0	17.0		913476528.0	913478625.0	913478625.0			4-9	250	3.0	8-9	820	10.0	4-8	520	7.0
201247112202	ダ	右	1400	曇	良	11:35	サラ系C14・17組		2012-11-22	14	笠松	4			2.0	7470.0	8.0	2.0	540	8.0	1.0	130	2.0	6.0	100	1.0	1-2	18590.0	20.0	1-2	15680.0	19.0				2=>1	230560.0	53.0	1-2-6	4020.0	11.0	2=>1=>6	167260.0	162.0		612839754.0	612378954.0	612387954.0			1-2	2,370	21.0	2-6	760	11.0	1-6	150	1.0
201247112203	ダ	右	1400	曇	良	12:10	サラ系C13組		2012-11-22	14	笠松	4			1.0	180.0	1.0	1.0	120	2.0	7.0	170	3.0	5.0	280	4.0	1-7	570.0	2.0	1-7	610.0	2.0				1=>7	660.0	3.0	1-5-7	1180.0	3.0	1=>7=>5	3130.0	10.0		718256439	718256349	1,7,8,5,2,6,4,3-9			1-7	370	3.0	1-5	410	5.0	5-7	500	6.0
201247112204	ダ	右	1400	曇	良	12:45	サラ系C12組		2012-11-22	14	笠松	4			2.0	140.0	1.0	2.0	110	2.0	6.0	150	4.0	7.0	140	3.0	2-6	360.0	2.0	2-6	290.0	2.0				2=>6	310.0	2.0	2-6-7	140.0	1.0	2=>6=>7	410.0	2.0		762834591	7,6,2,3,8,4,5-1,9	7,6,2,3,5,8,4,1-9			2-6	100	2.0	2-7	100	1.0	6-7	130	3.0
201247112205	ダ	右	1400	曇	良	13:20	加藤大志笠松競馬再来		2012-11-22	14	笠松	4			5.0	240.0	2.0	5.0	110	1.0	7.0	120	2.0	4.0	280	7.0	5-7	210.0	1.0	5-7	310.0	1.0				5=>7	530.0	1.0	4-5-7	430.0	1.0	5=>7=>4	1300.0	2.0		75410639821.0	75410693821.0	75461089132.0			5-7	140	1.0	4-5	430	7.0	4-7	320	3.0
201247112206	ダ	右	1600	曇	良	13:55	荒スポブログ		2012-11-22	14	笠松	4			9.0	120.0	1.0	9.0	100	1.0	2.0	520	5.0	1.0	250	4.0	2-8	2460.0	6.0	2-9	2600.0	8.0				9=>2	2540.0	8.0	1-2-9	2540.0	7.0	9=>2=>1	7400.0	25.0		925673184.0	926157348.0	926134578.0			2-9	1,310	8.0	1-9	250	3.0	1-2	1,840	12.0
201247112207	ダ	右	1400	曇	良	14:30	ポイント還元はオッズ		2012-11-22	14	笠松	4			6.0	190.0	1.0	6.0	100	1.0	3.0	100	2.0	9.0	120	3.0	3-6	210.0	1.0	3-6	250.0	1.0				6=>3	330.0	1.0	3-6-9	220.0	1.0	6=>3=>9	670.0	1.0		563942718.0	563942718.0	693542178.0			3-6	100	1.0	6-9	130	2.0	3-9	170	3.0
201247112208	ダ	右	1600	曇	良	15:00	雷鳥特別 		2012-11-22	14	笠松	4			2.0	190.0	1.0	2.0	100	1.0	5.0	280	7.0	7.0	190	4.0	2-5	970.0	4.0	2-5	980.0	4.0				2=>5	1350.0	5.0	2-5-7	1650.0	6.0	2=>5=>7	4490.0	14.0		46253879101.0	62457389110.0	26574389110.0			2-5	340	4.0	2-7	340	3.0	5-7	1,100	14.0
201247112209	ダ	右	1400	曇	良	15:35	笠松グランプリ	G	2012-11-22	14	笠松	4	(別定)		3.0	420.0	2.0	3.0	120	2.0	2.0	100	1.0	8.0	270	7.0	2-3	230.0	1.0	2-3	210.0	1.0				3=>2	820.0	2.0	2-3-8	660.0	2.0	3=>2=>8	4660.0	12.0		96823101475.0	96824103175.0	26389104175.0			2-3	130	1.0	3-8	670	11.0	2-8	300	4.0
201247112210	ダ	右	1600	曇	良	16:10	いろり火特別 		2012-11-22	14	笠松	4			5.0	240.0	2.0	5.0	130	1.0	3.0	350	4.0							3-5	1280.0	4.0				5=>3	1260.0	5.0	1-3-5	490.0	2.0	5=>3=>1	3260.0	11.0		156234.0	156324.0	156324.0			3-5	200	4.0	1-5	130	1.0	1-3	300	5.0
201247121001	ダ	右	1400			11:00	サラ系C29組牝馬		2012-12-10	15	笠松	1	牝																																														
201247121002	ダ	右	1400			11:30	サラ系C27組		2012-12-10	15	笠松	1																																															
201247121003	ダ	右	1400			12:00	サラ系C26組		2012-12-10	15	笠松	1																																															
201247121004	ダ	右	1400			12:30	馬産地から笠松競馬へ		2012-12-10	15	笠松	1																																															
201247121005	ダ	右	800			13:00	馬産地から笠松競馬へ		2012-12-10	15	笠松	1																																															
201247121006	ダ	右	1400			13:30	サラ系C9組		2012-12-10	15	笠松	1																																															
201247121007	ダ	右	1600			14:00	日英シャッター杯		2012-12-10	15	笠松	1																																															
201247121008	ダ	右	1400			14:30	サラ系C8組		2012-12-10	15	笠松	1																																															
201247121201	ダ	右	1400	晴	不良	11:00	サラ系C24組		2012-12-12	15	笠松	2			8.0	390.0	3.0	8.0	190	4.0	3.0	110	1.0	4.0	210	5.0	3-7	490.0	2.0	3-8	430.0	2.0				8=>3	800.0	3.0	3-4-8	450.0	2.0	8=>3=>4	1900.0	4.0		3814105692	3841510629	3,8,4,5,1,6,10,2=9			3-8	160	1.0	4-8	330	5.0	3-4	240	3.0
201247121202	ダ	右	1400	晴	不良	11:35	サラ系C23組		2012-12-12	15	笠松	2			8.0	130.0	1.0	8.0	100	1.0	7.0	100	2.0	10.0	140	4.0	7-7	240.0	1.0	7-8	190.0	1.0				8=>7	260.0	1.0	7-8-10	420.0	2.0	8=>7=>10	730.0	3.0		87106932514	87106239514	8,7,10,2,6,3,5,9-1,4			7-8	120	1.0	8-10	140	2.0	7-10	260	5.0
201247121203	ダ	右	1400	晴	不良	12:05	サラ系C22組		2012-12-12	15	笠松	2			7.0	150.0	1.0	7.0	100	3.0	9.0	100	1.0	2.0	100	2.0	7-8	290.0	2.0	7-9	210.0	1.0				7=>9	390.0	2.0	2-7-9	120.0	1.0	7=>9=>2	430.0	2.0		79108631452.0	79821034165.0	79284103156.0			7-9	100	1.0	2-7	100	2.0	2-9	130	3.0
201247121204	ダ	右	1400	晴	不良	12:35	馬産地から笠松競馬へ		2012-12-12	15	笠松	2	牝		7.0	440.0	3.0	7.0	230	4.0	8.0	160	3.0	2.0	150	2.0	7-7	430.0	2.0	7-8	420.0	2.0				7=>8	1200.0	5.0	2-7-8	190.0	1.0	7=>8=>2	1810.0	5.0		78921053416	7,8,5,2,9,3,10,4-1,6	7,8,2,5,3,9,10,4-1,6			7-8	190	3.0	2-7	260	4.0	2-8	110	1.0
201247121205	ダ	右	1400	晴	不良	13:05	馬産地から笠松競馬へ		2012-12-12	15	笠松	2			6.0	110.0	1.0	6.0	100	1.0	4.0	100	2.0	7.0	110	3.0	4-6	190.0	1.0	4-6	190.0	1.0				6=>4	240.0	1.0	4-6-7	320.0	2.0	6=>4=>7	550.0	2.0		76435921081	76435921018	6,7,4-3,2,5,9,10,8,1			4-6	100	1.0	6-7	110	2.0	4-7	310	5.0
201247121206	ダ	右	1400	晴	不良	13:35	サラ系C12組		2012-12-12	15	笠松	2			3.0	210.0	1.0	3.0	100	1.0	4.0	120	3.0	9.0	100	2.0	3-4	600.0	2.0	3-4	530.0	2.0				3=>4	820.0	3.0	3-4-9	170.0	1.0	3=>4=>9	680.0	3.0		4935171062	4,9,3=5,6,7,1,10,2	3,4,9=6,5,7,2,1,10			3-4	130	2.0	3-9	100	1.0	4-9	140	3.0
201247121207	ダ	右	1600	晴	不良	14:05	サラ系C10組		2012-12-12	15	笠松	2			7.0	130.0	1.0	7.0	120	2.0	9.0	470	5.0	6.0	210	3.0	7-8	270.0	1.0	7-9	380.0	1.0				7=>9	400.0	2.0	6-7-9	670.0	3.0	7=>9=>6	1440.0	5.0		17103859462.0	71019835642.0	79103681542.0			7-9	250	2.0	6-7	270	3.0	6-9	1,360	10.0
201247121208	ダ	右	1400	晴	不良	14:35	サラ系C11組		2012-12-12	15	笠松	2			10.0	260.0	2.0	10.0	110	2.0	3.0	170	4.0	7.0	100	1.0	3-8	2350.0	6.0	3-10	3740.0	7.0				10=>3	7460.0	13.0	3-7-10	610.0	3.0	10=>3=>7	14180.0	31.0		10752936148.0	10753296184.0	10753218964.0			3-10	620	6.0	7-10	150	2.0	3-7	160	3.0
201247121209	ダ	右	1600	晴	不良	15:05	ネット投票ならオッズ		2012-12-12	15	笠松	2			1.0	340.0	3.0	1.0	100	2.0	10.0	100	1.0	9.0	100	3.0	1-8	160.0	1.0	1-10	670.0	3.0				1=>10	980.0	4.0	1-9-10	200.0	1.0	1=>10=>9	1530.0	5.0		91521068347	9,1,5,10,2,6,8,3-4,7	9,1,10,5,2,6,3,8-4,7			1-10	200	4.0	1-9	140	1.0	9-10	150	2.0
201247121210	ダ	右	1800	晴	不良	15:40	初雪特別 		2012-12-12	15	笠松	2	(別定)		8.0	170.0	1.0	8.0	100	1.0	10.0	140	2.0	9.0	140	2.0	7-8	200.0	1.0	8-10	450.0	1.0				8=>10	560.0	1.0	8-9-10	470.0	1.0	8=>10=>9	1300.0	1.0		81073964251	81079623415	8,10,7,9,2,6,3,1,4-5			8-10	150	1.0	8-9	160	2.0	9-10	350	6.0
201247121401	ダ	右	1400	晴	稍重	11:00	サラ系2歳4組		2012-12-14	15	笠松	4			8.0	290.0	1.0	8.0	130	1.0	6.0	280	5.0	3.0	200	3.0	6-7	370.0	1.0	6-8	380.0	2.0				8=>6	690.0	1.0	3-6-8	850.0	2.0	8=>6=>3	1890.0	3.0		45638127910	5,4,6,3,8,1,2,7,9=10	6,5,8,3,2,4,7,1,9=10			6-8	140	1.0	3-8	230	3.0	3-6	440	4.0
201247121402	ダ	右	1400	晴	稍重	11:30	サラ系2歳3組		2012-12-14	15	笠松	4			3.0	150.0	1.0	3.0	130	2.0	1.0	1,330	9.0	7.0	440	6.0	1-3	14640.0	23.0	1-3	11550.0	20.0				3=>1	13670.0	34.0	1-3-7	22800.0	41.0	3=>1=>7	210400.0	264.0		37269415810.0	37624915810.0	37421569810.0			1-3	1,250	14.0	3-7	420	3.0	1-7	3,340	26.0
201247122701	ダ	右	1400	晴	良	11:20	サラ系2歳6組		2012-12-27	16	笠松	1			2.0	1890.0	5.0	2.0	120	2.0	8.0	270	6.0	1.0	100	1.0				2-8	10500.0	12.0				2=>8	26140.0	24.0	1-2-8	6720.0	12.0	2=>8=>1	143960.0	93.0		28173564	28173564	2,8,1,7,5,3-4,6			2-8	3,050	17.0	1-2	230	2.0	1-8	840	9.0
201247122702	ダ	右	1400	晴	良	11:55	サラ系2歳5組		2012-12-27	16	笠松	1			4.0	1250.0	4.0	4.0	220	4.0	8.0	230	5.0	7.0	290	7.0				4-8	2850.0	11.0				4=>8	5140.0	21.0	4-7-8	6850.0	27.0	4=>8=>7	29580.0	108.0		36178542	3,(1,6,8),7,5,4,2	(3,1,8),4,7,6,5,2			4-8	820	14.0	4-7	960	15.0	7-8	1,390	18.0
